id,"taxonomy_number",name,type,alternative names,
"2c08aa89-fe56-4cf5-ae80-8933482474b5","0","Interactive Digital Narrative","Concept"
"d6ee5606-211c-4069-ae7b-463984e56927","1","Authoring","Concept","Design(ing);Narrative engineering;Writing;Interactive Narrative design",
"1be92914-43c5-41ae-b098-149eb9df3209","2.2.1.4.1","Higher-level Concepts","Concept",
"e7dacf6f-6f8a-482f-8807-925867b1ffe0","2.2.1.4.1.1","Combinatorics","Concept",
"1816dbab-b325-436c-86b9-27ee7211f135","2.2.1.4.1.2","Structure","Concept",
"119538ab-893a-4829-9c11-ec8bf81d3c1b","2.2.1.4.1.2.1","Events","Concept",
"e966d8d1-dcb8-4334-bf34-46758af3af25","2.2.1.4.1.2","Narrative Vectors","Concept",
"798505bf-2e72-435f-9ecb-961c2e5c7d6d","2.2.1.4.1.3","Experience Schema","Concept",
"19acb4ba-76e3-438f-9fcc-92dcd9906d75","2.2.1.4.1.4","User Representation","Concept",
"b27da182-6320-4e34-ba9d-f4509f1d03a2","2.2.1.4.2","Concrete approaches","Concept",
"cd20c9e0-cb9b-4c2e-9740-eec5e90deb85","2.2.1.4.2.1","Environmental Storytelling","Concept",
"2ccc4bca-3147-4d18-86df-5112c1dc3b51","2.2.1.4.2.2","Indexical Storytelling","Concept",
"9f0e9f03-5e13-4d32-a5dd-3ddd010c7f23","2.2.1.4.2.3","Emergent Narrative","Concept",
"f452b31d-2211-40eb-a0d7-596c62a62c71","2.3","Process","Concept",
"614a0445-19ce-4cbe-a6af-3fe168b45407","2.3.1","Instantiation","Concept",
"84ad10f3-51ad-419d-9d72-7d8eb96b0fba","2.3.1.1","Interaction","Concept",
"528aad35-9ea9-4dd1-b3bf-433d888a21de","2.3.1.2","Aesthetic Experience","Concept",
"a2486645-56b3-4c04-a946-92d6bd95a002","2.3.1.2.1","Embodied Experience","Concept",
"1afe4911-ed73-4435-a069-c9c84d4ece47","2.3.1.2.2","Immersion","Concept",
"25db4572-4b77-49b5-8c75-d99c6fb11653","2.3.1.2.3","Agency","Concept",
"4152218c-aea0-4848-87ce-2303708fb5a9","2.3.1.2.4","Transformation","Concept",
"803b49da-e2d8-4e53-ad4b-f3f4fc243c6f","2.3.1.2.5","Kaleidoscopic","Concept",
"58e943c2-e891-4e42-8fbc-fdb60fc8ad14","2.3.1.3","Sense Making amd Meaning Making","Concept",
"7f7876c8-432b-4841-80c3-2556f4778ed6","2.3.1.3.1","Hermeneutic circle","Concept",
"122ae589-4ae4-4bbd-b921-8c7fbf2a6b1b","2.4","Product","Concept",
"6e04447a-3cab-4c68-bb50-fc32b9364783","2.4.1","Objective (Recording)","Concept",
"7d9be466-1500-4884-b46a-9417122fc9a3","2.4.2","Subjective (Retelling)","Concept",
"383ac870-209a-4b38-b860-12b008f4e2e5","2.5","Ethics (artefact)","Concept",
"9ccc6829-75ea-4601-82c7-d2864b6f1296","3","Societal Context","Concept",
"57d75cc9-d508-4c3d-a967-58ba8bb86f3c","3.1","Application Areas","Concept",
"9b273763-c615-4ad7-9f08-01129f4049be","3.1.1","Journalism","Concept",
"d9f3674f-f25c-4206-a7ca-b9b78df8a9f8","3.1.2","Education","Concept",
"6a3c6ae2-6c5b-4a77-b292-dfbb4729954f","3.1.3","Political communication","Concept",
"10f65aca-795f-4237-b6c2-3134abc55b46","3.1.4","Cultural Heritage","Concept",
"0477d0ac-bf37-456e-ba67-4337251021a2","3.1.5","Conflict resolution","Concept",
"dd6f8f53-9096-44bf-9448-23c29aa2d886","3.1.6","Mental Health","Concept",
"4e4ca0a4-3511-44fa-bb48-8da8d80ba583","3.2","Critical Perspectives","Concept",
"cf64c5b2-7900-4ce0-af75-496fb6bf4c59","3.2.1","Specific Approaches","Concept",
"46a804c6-d665-4eb8-81b2-48da68d28c4c","3.2.1.1","Intersectionality","Concept",
"2cac6904-7231-4afb-9c24-e8da09ef7500","3.2.1.2","Decoloniality","Concept",
"2a36db84-5723-4921-8089-c06f67a94c6e","3.2.1.3","Democratic Participation","Concept",
"78e5506a-590e-4da9-9010-9bc918976f69","3.2.2","Areas of Impact","Concept",
"36fc69de-d894-48cb-ad31-db7398efa916","3.2.2.1","Disinformation","Concept",
"7c8954c3-b27e-4ff3-971b-bbb4bcbf42c8","3.2.2.1.1","Infodemic","Concept",
"340929c6-757d-4e3f-a4cd-e7a28b73b48d","3.2.2.2","Social Representation and Agency","Concept",
"9e056052-5a56-4a1d-9e60-3270b177413e","3.2.2.3","Media Literacy","Concept",
"5dca98ce-2ed4-4a15-a911-4d2e1a7141e3","3.3","Analytical Methods","Concept",
"5ded3e60-2e11-497a-b33f-391d00eed17d","3.3.1","Framing","Concept",
"6d71dcde-7024-4175-b3c7-b2b48c3f9383","3.3.2","Discourse Analysis","Concept",
"e742655b-2e05-465a-9d6b-ed35b69b1d38","3.3.3","Media Effects: Intended and Unintended Effects","Concept",
"be9c24f2-1410-48e0-9504-ec1d75b4f486","3.4","Ethics","Concept",
